980,50,53.33,0.1429,0.2858
979.27,50.067,53.044,1.6036,16.791
976.75,52.86,48.555,0.95164,12.928
973.53,41.575,47.922,2.0008,1.2
971.82,43.575,47.236,1.0457,3.5527e-15
970.67,44.375,47.236,2.5952,13.195
964.36,36.756,47.718,2.3845,0.28073
962.08,38.356,47.489,1.9943,1.2
960.36,39.956,46.803,0.6594,0.91888
960.09,40.289,46.347,0,16.202
958.06,33.004,46.253,0,1.2
962.45,33.004,45.567,0.49802,0
968.02,33.471,45.567,2.2359,0.28085
973.62,35.471,45.336,1.9944,13.197
976.31,26.771,46.939,4.8379,13.197
980.08,21.086,47.268,1.7532,1.1999
991.55,22.686,46.581,0.59996,1.1999
1005.9,23.086,45.894,0.64676,1.1998
1022.7,23.486,45.208,1.3998,1.1999
1024.4,24.286,44.521,0.99777,3.599
1006.8,25.648,47.241,1.1599,0.91911
1005.6,26.448,46.785,0.49894,0
1005,26.782,46.785,0,1.2
1005,26.782,46.099,0,0
1005,26.782,46.099,0.14043,0.28086
1005,26.848,45.868,2.1918,13.197
998.08,18.283,47.19,3.3989,12.912
975.82,28.356,47.762,2.1945,1.4211e-14
1009.3,30.356,47.762,1.3957,0
1023.9,31.156,47.762,0.55221,13.197
1020.4,22.898,47.82,0.79924,1.1998
1019.8,23.698,47.135,1.1949,0
1018.7,24.898,47.135,0.44182,0
1018.1,25.298,47.135,0.49987,16.2
1012.9,18.302,47.059,0.65299,1.1997
1011.7,18.769,46.374,1.3967,-2.8422e-14
1010.6,19.969,46.374,3.2408,0
1007.1,23.169,46.374,1.7913,13.478
985.48,30.284,47.282,6.2236,13.198
976.73,25.986,47.341,2.2034,0.91912
974.44,27.986,46.884,1.7508,1.2
972.72,29.586,46.198,0.44402,0
972.15,29.986,46.198,1.594,1.4806
970.52,30.786,45.281,0.79988,2.3997
969.96,31.186,43.908,0.70591,0.91841
968.76,16.22,48.158,0.15326,0
968.76,16.22,48.158,0,0
968.76,16.22,48.158,0,1.2
968.76,16.22,47.472,0.20007,0.28033
968.19,16.22,47.243,0.34056,14.398
948.6,22.134,47.395,2.4027,14.114
926.4,30.467,47.662,2.1459,1.2
924.69,32.467,46.976,0.30062,0
924.11,32.8,46.976,0.29375,13.477
920.05,23.373,47.438,0.80293,1.2
919.47,24.173,46.751,0.70631,1.1992
918.9,24.906,46.065,0.14045,1.2005
918.32,24.973,45.378,0.99271,16.201
912.52,18.435,45.311,0.79984,2.3997
911.95,18.835,43.938,0.95413,1.1992
894.2,20.353,47.93,1.649,2.3997
892.47,21.953,46.557,1.3928,13.197
871.27,29.052,47.396,4.0945,12.915
864.76,23.553,47.594,0.093618,0.28085
864.76,23.619,47.365,0.4,1.2
864.76,24.019,46.679,0.75303,2.3992
863.63,24.753,45.306,0.59557,1.2
863.05,25.153,44.619,0.39999,2.3999
846.45,25.88,47.93,0.15327,0.91965
845.88,25.88,47.472,0.046723,0
845.88,25.88,47.472,0.59994,0
845.31,25.88,47.472,0.35324,0
845.31,25.88,47.472,0.19998,0.28033
844.74,25.88,47.243,0.48632,13.194
841.28,17.355,47.543,3.5953,14.115
817.88,27.492,47.694,0.80208,5.6843e-14
817.31,28.292,47.694,0.80019,0
816.74,29.092,47.694,0.43937,13.475
813.78,20.754,47.581,1.598,1.2
813.64,21.554,46.895,1.161,0.91912
815.11,22.354,46.438,1.189,0.28086
817.65,23.554,46.208,0.44691,16.202
816.91,16.615,46.141,1.2049,2.1191
821.24,17.415,45,2.1536,0
826.38,19.415,45,2.7845,0.28088
831.45,22.215,44.768,0.39959,13.2
819.61,27.848,46.412,4.1442,13.198
821.92,21.896,47.129,0.19999,2.3999
832.4,21.896,45.756,0,2.3999
844.51,21.896,44.383,0.50004,0.91964
857.14,22.363,43.929,1.0426,1.4807
853.56,23.697,47.925,1.7914,1.1996
867.1,24.897,47.239,0.9558,0.91913
881.24,25.697,46.782,0.29893,0
895.56,26.031,46.782,0,0
908.88,26.031,46.782,0,0
921.21,26.031,46.782,0.3404,0.28087
932,26.097,46.552,0.99995,14.398
937.14,16.344,47.187,1.5521,13.196
925.94,24.015,47.532,3.4007,0.91897
931.32,27.215,47.075,1.1989,-5.6843e-14
937,28.415,47.075,0.44478,13.197
939.92,19.41,47.69,1.1997,1.2
943.61,20.21,47.005,2.592,0
945.79,22.61,47.005,0.59506,0
948.66,23.01,47.005,0.59562,16.482
945.32,16.073,46.708,0.59994,1.1999
946.23,16.473,46.021,2.5973,1.2002
944.44,18.473,45.335,3.1962,1.1998
941.52,21.273,44.648,2.1931,13.2
920.42,27.687,46.289,4.238,14.402
914.44,23.023,46.276,0.95291,2.3993
916.54,23.823,44.903,0.84635,1.1992
920.14,24.623,44.217,1.004,0.91715
908.13,26.304,48.162,1.8977,0.28033
912.44,27.037,47.934,1.4915,1.2005
917.7,27.504,47.247,1.7974,2.1191
923.86,28.704,46.105,0.45528,-5.6843e-14
932.11,29.037,46.105,0,0
941.86,29.037,46.105,0,0
952.54,29.037,46.105,0.046722,0.28033
964.15,29.037,45.874,0.2937,15.602
971.44,18.776,46.141,1.3591,14.118
963.01,25.327,47.215,3.5881,0
974.03,28.927,47.215,0.44337,0
988.78,29.327,47.215,0.59818,11.993
1001.5,21.233,47.844,0.79511,1.2001
1018.1,21.633,47.158,0.99675,0
1024.4,22.433,47.158,0.99363,0.28086
1023.3,23.233,46.928,0.80023,16.2
1018.1,16.298,46.853,0.59999,1.2
1017.5,16.698,46.166,0.80449,0.91928
1016.4,17.098,45.711,1.398,0.28085
1015.2,18.298,45.479,1.194,13.198
993.34,24.308,47.033,4.5435,14.398
985.1,18.797,47.035,0.89345,0.91963
984.53,19.264,46.578,0.9979,1.2
983.38,19.664,45.892,0.95531,1.1998
982.36,20.464,45.206,0.54556,1.4802
982.25,20.797,44.288,0.19999,1.2
981.67,20.632,43.733,0.15317,0.91905
993.09,21.183,48.152,0,0
1023.4,21.183,48.152,0,0
1025,21.183,48.152,0,1.2
1025,21.183,47.466,0.14043,0.28087
1025,21.25,47.237,1.5953,13.197
1004.4,28.956,47.542,2.4009,12.915
998.66,22.307,47.822,2.3921,1.1369e-13
996.38,24.307,47.822,0.50111,0
995.81,24.64,47.822,0.19998,11.992
993.48,16.907,47.93,0.15326,0
993.48,16.907,47.93,0,0
993.48,16.907,47.93,0.70033,0
992.9,17.374,47.93,0.64349,14.996
985.74,27.102,47.652,1.9941,1.2001
1025,28.702,46.967,1.7494,2.2737e-13
1023.3,30.302,46.967,1.6461,1.1999
1021.6,31.902,46.281,2.795,11.997
1015.2,23.999,47.664,4.2914,11.995
1008.8,18.989,47.724,0.2467,0.28033
1008.8,18.989,47.495,0.4937,2.4005
1008.2,19.056,46.122,2.8061,0.91901
1005.4,21.456,45.667,1.0543,1.4802
1004.2,22.189,44.749,0.29362,2.4004
987.7,23.01,47.932,0.40706,0.91887
987.7,23.41,47.474,0.49893,0
987.12,23.743,47.474,0.046723,0
987.12,23.743,47.474,0.7532,0
985.99,23.743,47.474,0.2467,0.28033
985.99,23.743,47.246,0.2937,14.397
978.31,30.057,47.396,1.7417,13.196
1007.1,22.841,47.569,1.4524,0.91914
1024.4,24.041,47.111,0.60191,0
1023.8,24.441,47.111,0.80111,11.994
1019.8,16.218,47.829,1.3462,1.2
1018.6,17.418,47.143,0.3989,0
1018.1,17.818,47.143,1.2428,0.28088
1016.9,19.018,46.913,1.7964,16.202
995.06,27.986,46.838,1.2055,2.1193
993.9,28.786,45.696,0.99623,1.1369e-13
992.75,29.586,45.696,0.99844,1.1998
991.6,30.386,45.01,1.3897,13.482
985.2,22.145,46.199,4.3909,13.198
976.94,16.197,47.067,1.9984,1.1999
975.22,18.197,46.381,0.70642,1.1996
994.02,18.93,45.695,0.34463,0.91964
1014.5,18.997,45.239,0.5941,1.481
1025,19.397,44.321,1.3946,1.1978
1023.8,20.167,43.66,0.70629,0.91917
1006.1,20.927,48.152,0.35325,1.2
1005.5,20.927,47.467,0.046723,0
1005.5,20.927,47.467,0.15326,1.2
1005.5,20.928,46.781,0.046722,0.28033
1005.5,20.928,46.551,1.2939,13.197
984.48,27.16,47.394,2.5916,12.913
978.7,20.74,47.798,1.5947,-1.1369e-13
976.98,21.94,47.798,2.7883,1.4809
986.88,24.34,46.883,0.99278,13.197
1021.4,15.766,47.471,1.7636,2.119
1023.9,17.366,46.329,0.80236,1.2002
1022.7,18.166,45.643,0.60002,1.2
1022.2,18.566,44.957,1.1948,16.476
1000.3,28.82,44.463,0.79609,1.1977
999.69,29.62,43.778,2.8013,0.91942
980.77,32.467,48.156,1.5915,1.2
979.05,34.067,47.47,0.83927,13.477
991.88,25.882,47.539,4.5369,13.196
1025,20.867,47.395,0.15327,2.1196
1024.4,20.867,46.252,0.046723,0
1024.4,20.867,46.252,0.49371,1.4809
1023.9,20.934,45.334,1.8005,1.1998
1022.1,22.534,44.648,1.1052,1.1973
1021,22.867,43.963,0.35326,2.1195
1004.5,23.537,47.473,0.19998,0
1003.9,23.537,47.472,0.046723,0
1003.9,23.537,47.472,0.15326,1.2
1003.9,23.537,46.787,0.093624,0.28087
1003.9,23.604,46.557,0.60034,13.196
983.55,30.067,47.396,1.2088,14.116
978.9,21.734,47.659,2.7899,1.1369e-13
976.04,24.534,47.659,0.8982,0
991.78,25.268,47.659,0.14557,11.993
1023.5,17.388,47.909,1.0001,-2.2737e-13
1024.4,17.788,47.909,0.85257,0
1023.9,18.522,47.909,0.34287,-1.1369e-13
1023.3,18.588,47.909,0.79429,15.277
1002.7,28.304,47.419,1.1986,1.1999
1001.6,29.104,46.732,0.96033,0.91909
1001,29.904,46.276,2.8359,1.4808
998.16,32.704,45.359,1.3061,13.198
991.79,22.729,46.958,3.991,14.119
984.11,16.941,47.215,0.29361,0.28089
983.54,17.008,46.986,1.0463,1.1999
982.96,17.808,46.299,1.4037,0.91923
981.27,18.608,45.844,0.59392,1.4808
980.69,19.008,44.926,0.79949,1.199
980.11,19.408,44.24,0.45795,0.9159
994.02,20.603,48.162,0,1.2
1025,20.603,47.476,0.24672,1.2
1024.4,20.603,46.791,0.15326,0
1024.4,20.603,46.791,0.046722,0.28033
1024.4,20.603,46.561,0.49399,13.196
1004.1,26.748,47.397,1.9582,14.114
998.87,18.813,47.66,1.1993,0
997.72,20.013,47.66,0.79658,0
996.57,20.813,47.66,0.3925,13.475
977.19,28.354,47.577,1.9956,1.2
975.52,30.354,46.89,0.70564,0.91911
1005.9,31.087,46.434,0,0
1025,31.087,46.434,0.20013,16.482
1020.3,23.774,46.125,0.093621,1.2005
1019.8,23.84,45.438,2.1981,2.3997
1018.1,25.84,44.065,2.7898,1.1992
998.69,29.379,47.932,2.0041,14.395
993.47,22.392,47.542,4.0346,13.197
986.96,17.039,47.397,0.4,1.2
986.96,17.439,46.71,1.1952,1.2
985.82,18.639,46.023,0.4056,2.1189
985.25,19.039,44.883,1.0414,1.4797
984.1,19.839,43.964,0.90586,1.1985
1025,20.868,47.931,0.15326,0.91958
1024.4,20.868,47.473,0,1.2
1024.4,20.868,46.787,0,0
1024.4,20.868,46.787,0.046723,0
1024.4,20.869,46.787,0.59994,1.4803
1023.9,20.869,45.871,0.49383,14.402
1003.1,26.786,46.559,2.41,14.117
996.16,18.638,47.418,2.5908,0
993.86,21.038,47.418,2.1916,1.4808
991.58,23.038,46.503,0.60008,14.398
987.42,28.965,47.169,0.55902,2.1191
1024.4,29.365,46.027,0.69818,0
1023.9,30.098,46.027,0.099452,0
1023.9,30.165,46.027,0.59981,15.002
1018.6,23.246,46.635,0.40206,0
1018.1,23.646,46.635,1.1969,0
1016.9,24.846,46.635,2.0326,1.4808
1014.6,26.846,45.719,2.3899,13.197
1007.7,18.213,47.135,5.0374,13.197
984.12,28.515,47.315,0.75998,0.919
983.55,28.915,46.858,1.038,2.2737e-13
982.39,29.715,46.858,0.70019,1.2
981.81,30.049,46.172,0.44685,1.4808
981.25,30.115,45.255,0.7998,1.1994
980.67,30.915,44.569,0.30564,0.91693
980.1,31.249,44.117,0.19998,0
980.1,31.249,44.117,0,1.2
979.51,15.931,48.157,0.2467,0
978.94,15.931,48.157,0.19998,0.28033
978.94,15.931,47.93,0.29369,14.393
959.93,22.523,47.543,0.60003,13.194
940.63,30.067,47.596,2.5559,0.91914
937.79,32.467,47.139,0.44422,2.2737e-13
937.22,32.867,47.139,1.3884,11.993
933.17,25.087,47.83,0.75303,1.2
932.59,25.487,47.145,0.99631,2.2737e-13
931.43,26.287,47.145,1.6436,0
929.72,27.887,47.145,1.1991,16.199
923.9,21.366,47.065,0.55451,1.2
923.35,21.766,46.379,1.2432,0
921.62,22.966,46.379,1.7974,1.2002
919.91,24.566,45.693,0.79998,13.198
899.39,30.081,47.224,4.6329,13.196
891.71,24.896,47.499,0.99332,0.28087
890.57,25.696,47.27,0.85944,1.1992
890,26.43,46.584,0.046723,0.91964
890,26.43,46.128,0.59992,1.1998
889.43,26.83,45.442,0.2982,1.2
888.86,26.897,44.757,1.3491,1.2
887.72,28.097,44.071,0.29897,0
887.14,28.43,44.071,0,0
887.14,28.43,44.071,0,0
887.14,28.43,44.071,0.14046,1.4808
870.57,29.123,47.928,1.5997,14.395
865.35,21.333,47.541,1.4031,14.116
844.71,29.127,47.694,2.1535,0
842.42,31.127,47.694,0.69786,0
841.89,31.861,47.694,0.7394,11.993
838.4,24.433,47.912,2.1955,1.2
836.68,26.033,47.226,0.79822,0
835.54,26.433,47.226,1.0986,0.28033
834.39,27.166,46.997,0.29372,16.199
829.16,19.91,46.904,1.5549,0.9191
828.02,21.11,46.448,0.83976,0
826.87,21.91,46.448,0.99986,1.2001
825.72,22.71,45.762,0.74721,13.478
804.96,28.461,47.041,4.2371,13.196
797.91,22.83,47.29,0.59995,1.1999
797.34,23.23,46.604,0.64673,1.1998
796.77,23.63,45.917,0.70619,2.3992
796.19,23.963,44.545,0.79903,1.2
795.04,24.364,43.858,0.49371,1.2006
777.82,25.146,47.928,1.408,2.1186
776.68,26.346,46.785,0.45574,0
776.1,26.679,46.785,0,0
776.1,26.679,46.785,0,0
776.1,26.679,46.785,0.29361,1.4808
776.1,26.746,45.869,0.64699,15.6
770.29,16.812,46.139,1.002,14.118
748.89,22.642,47.213,2.9958,1.2
746.02,25.442,46.527,0.60102,2.2737e-13
745.44,25.842,46.527,0.5952,12.276
741.37,16.973,47.492,2.3938,1.2
739.07,18.173,46.806,1.7494,1.1997
737.38,19.773,46.119,0.30646,2.3997
736.8,20.107,44.746,0.093634,16.176
715.97,28.463,44.686,1.8026,0.91694
714.24,30.063,44.234,1.5969,1.1994
712.49,16.436,48.159,1.6391,0.28092
710.78,18.036,47.931,2.0006,13.192
690.05,27.17,47.655,5.1438,14.396
681.82,21.507,47.265,0.4979,2.1196
681.25,21.574,46.122,0.60012,1.2
680.68,21.974,45.437,1.1989,0
684.05,22.374,45.437,1.3944,1.4809
696.44,22.774,44.518,0.752,2.3973
701.12,23.943,47.928,0.553,0.91887
732.13,24.276,47.47,0.39997,1.2
772.73,24.276,46.785,0.39996,0
821.79,24.276,46.785,0.15326,1.2
880.44,24.276,46.099,0.046722,0.28033
948.53,24.276,45.869,1.0933,14.402
1004.6,30.185,46.558,0.75345,13.197
1021,20.915,47.394,1.6495,2.1191
1019.2,22.515,46.251,1.0999,0
1018.1,23.248,46.251,0.40017,11.997
998.1,29.614,47.661,0.8973,1.2
996.96,29.681,46.975,0.55499,1.2
996.38,30.081,46.289,0.69898,1.4806
995.81,30.815,45.373,0.093618,16.202
990.58,23.559,45.297,1.2062,2.1189
989.44,24.759,44.157,0.3997,0
989.44,25.159,44.157,2.5962,1.1988
1017.3,28.204,48.158,1.0421,11.99
1022.7,21.724,47.969,4.3366,13.197
1016.2,16.44,47.661,0.29361,0.28071
1015.6,16.506,47.433,0.8,2.4
1015.1,16.906,46.059,0.60319,0.91931
1014.5,17.306,45.604,0.99337,1.4804
1013.3,18.106,44.686,0.45844,2.3972
996.88,19.153,47.931,0.046759,2.1196
996.31,19.153,46.788,0.39996,0
996.31,19.153,46.788,0.15322,-2.2737e-13
995.74,19.153,46.788,0,1.2
995.74,19.153,46.102,0.14043,0.28086
995.74,19.22,45.871,1.3996,13.197
981.88,25.765,47.191,2.2103,14.116
995.02,18.042,47.611,2.9936,-4.5475e-13
1009.1,20.842,47.611,0.45346,0
1025,21.176,47.611,0.44661,13.194
1005.6,28.646,47.797,0.89615,1.2
1004.5,29.113,47.111,1.3478,0
1003.3,30.313,47.111,0.84365,1.1995
1002.2,31.113,46.426,1.1944,15.002
996.37,24.601,47.029,0.55313,0
995.79,25.001,47.029,1.3926,0
994.08,26.201,47.029,1.4497,1.2
992.93,27.401,46.344,0.70225,12.276
988.32,18.283,47.452,4.4371,14.398
981.8,27.769,47.208,0.64696,1.2005
1022.7,28.236,46.521,0.44684,3.6
1024.4,28.636,44.461,1.6003,0.91779
1023.3,29.436,44.008,1.3,0.28033
1021.6,29.769,43.775,0.60143,1.2
1004.7,30.4,47.928,0.7526,0.91963
1004.2,30.8,47.47,0,0
1004.2,30.8,47.47,0,1.2
1004.2,30.8,46.784,0.046723,0
1004.2,30.8,46.784,0.19998,0.28033
1003.6,30.8,46.555,0.49393,13.197
999.6,21.194,47.392,1.6002,13.196
979.04,29.486,47.57,2.9988,2.1191
975.61,32.286,46.427,0.89955,0
975.04,33.02,46.427,0.68757,12.278
970.97,24.126,47.468,1.9569,1.2
968.67,25.726,46.781,0.8068,2.1191
968.1,26.526,45.639,1.1967,0
966.95,27.726,45.639,0.29897,16.482
961.72,20.921,45.259,0.093638,1.2005
961.72,20.988,44.572,1.6044,2.1158
943.45,23.23,48.157,0.79908,1.1998
942.3,24.03,47.471,1.8417,13.194
937.7,16.636,47.772,5.0302,13.195
914.11,27.627,47.626,2.15,-2.2737e-13
911.85,29.627,47.626,0.34567,1.2
911.85,29.961,46.94,0.29786,0
911.27,30.027,46.94,1.7943,-2.2737e-13
909.56,31.227,46.94,0.99927,1.2
908.47,31.627,46.254,1.7478,0
906.76,33.227,46.254,0.34565,0
906.76,33.561,46.254,0.59991,1.2
906.19,33.561,45.568,0.19998,1.2
905.62,33.561,44.883,0.29371,0.2809
905.62,33.627,44.65,1.7442,14.398
897.99,25.441,45.857,0.8432,12.916
892.77,16.067,47.416,2.5912,0
890.48,18.467,47.416,0.45363,0
889.9,18.8,47.416,0.24678,13.194
870.45,25.721,47.761,0.49885,-2.2737e-13
869.88,25.788,47.761,0.8012,0
868.96,26.188,47.761,1.3003,1.4803
867.58,26.921,46.847,0.68653,16.202
862.37,20.062,46.772,1.0023,2.119
861.23,20.462,45.631,1.7433,1.4807
859.5,22.062,44.713,2.4482,1.1979
856.64,24.462,44.027,2.991,13.19
835.41,20.786,47.742,5.589,14.395
827.16,16.402,47.291,0.95058,1.1994
826.01,17.135,46.605,0.69366,1.2005
825.44,17.202,45.918,2.6011,0.91896
822.57,19.602,45.463,0.99346,0.28085
822,20.402,45.231,0.85515,1.1993
820.85,21.135,44.545,0.19998,0.91964
820.85,21.135,44.091,0,0
820.85,21.135,44.091,0,0
820.85,21.135,44.091,0.046723,0
820.85,21.135,44.091,0.80001,0.28042
819.71,21.135,43.858,0.89357,14.392
783.65,30.067,47.655,3.2021,14.114
777.34,23.19,47.716,1.3552,0
775.63,24.39,47.716,0.34563,0.28033
775.63,24.723,47.487,0.6865,13.193
771.57,16.472,47.587,1.7583,2.1191
769.86,18.072,46.444,0.80065,0
769.28,18.872,46.444,1.242,0
768.19,20.072,46.444,0.79432,15.282
746.8,28.723,46.827,0.50617,1.1992
746.23,29.056,46.141,0.25279,0.91963
745.65,29.123,45.685,1.8017,1.1998
743.93,30.723,45,0.59632,11.997
738.7,20.821,47.247,4.0358,13.197
731.61,15.225,47.51,0.89728,0.28033
731.03,15.958,47.282,0.39999,2.4
730.46,16.359,45.909,0.2467,0.91965
730.46,16.359,45.453,0.39983,0
729.89,16.359,45.453,0.29372,1.4809
729.89,16.425,44.535,0.79976,1.1996
728.74,16.825,43.849,0.65897,0.91798
711.45,17.911,48.157,0.046723,0
711.45,17.911,48.157,0.15326,1.2
711.45,17.911,47.471,0,0
